cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
UgxDO5DT1nsUd4XMczh4AaABAg.94ePUpzXFxv9R61PKQ9x5X,Halo ada vaksin🗿,1 tahun yang lalu,Ikhsan,UCmJDVJ33_YrzyCkxrn7DjtQ,0,https://yt3.ggpht.com/uy8RpfjLVhRDRS7YJ5Y4ffp_LKLKZ3eCApHQ3P_IAQpWBM-rhNtdMQ5Ljs_1ByX1vxg--3NIRw=s176-c-k-c0x00ffffff-no-rj,false,true,1649931224.360787
UgxF_DZMwTKTTLWmD1t4AaABAg,gara gara perangi umat islsm uigur jd krna azab,3 tahun yang lalu,Pian Pian,UCq52NAWsKsA3gM0WMugc5pA,0,https://yt3.ggpht.com/ytc/AGIKgqOSfTUPSAlGVuPaI-F8pabYqwH5O-5GLTOUXg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.905279
UgwUGPLX45h9WDwgE1Z4AaABAg,Nggragas apa2 di pangani...kaya Ra ana pangan Lia Bae.....donge blacane nyong pangani kie,3 tahun yang lalu,Arif Diantoro,UCePHcLqtmib1HzK37BYQdmg,0,https://yt3.ggpht.com/ytc/AGIKgqN7MG3hJOyJ4MDpyp4bfgCEWowC9reYGBgWq0-YOQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.910567
UgwLKhdZu2OOtXxnOm94AaABAg,"SEBAB DATANGNYA PERTOLONGAN ALLAH DAN KEJAYAAN UMAT

Kaum Muslimin tidak akan bisa mengangkat kerendahan mereka di hadapan musuh-musuh mereka, menghilangkan penderitaan yang mereka alami dan mengembalikan kejayaan mereka kecuali dengan kembali kepada ajaran agama mereka, berpegang teguh dengan syariat-syariatnya, menegakkan kewajiban-kewajiban, bersemangat mengerjakan perkara-perkara sunah (mustahab) serta menjauhi perkara-perkara yang diharamkan.",3 tahun yang lalu,Sound Bomber,UCokRyHQj6NsCVOAAgaXVvmQ,0,https://yt3.ggpht.com/ytc/AGIKgqMQc_MvQUUYPaf5WPMsEvJ93r_LE8TN-wdTVA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.91463
UgzRe9J0Y_7I-88CeJR4AaABAg,Ngapain di jual goblok,3 tahun yang lalu,Cut Asmaniah,UCqgC-rfX38ejtpadsvb7PLQ,0,https://yt3.ggpht.com/ytc/AGIKgqPT99ssnUi_JnZ2Ypth3-DdYD2gB2UESWyvbQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.918426
Ugw8Jq8WtEE3ppTD03Z4AaABAg,"Puluhan tahun muslim uigur di bantai,sekarang balasan azab dari Allah...",3 tahun yang lalu,Andi Aslam,UCTYxf0Ku4n1K-Xb2tEFgQvg,0,https://yt3.ggpht.com/ytc/AGIKgqNFY0bIy_uy9v15vuHuTeULlUm4MMGQkC2g3A=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.922675
Ugw5gAOx1AZNkskkH-14AaABAg,"Wahahaha,,,,mampuslah komunis2  cina,,,, hahahaha",3 tahun yang lalu,jalda online,UC0nwWKqaJ0Q3zGrX9ZbtqGw,0,https://yt3.ggpht.com/ytc/AGIKgqN3rUerJDKzftH6jlNBX8WS8q9u38JGA3xq88dd=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.926632
UgxGZTuEM5FU0Rct5UN4AaABAg,Semoga indonesia dijauhkan dr virus corona ya allah... 😢,3 tahun yang lalu,Aii Albizarvano,UCyxjX4hnmDHuH9t1tlWGIAQ,11,https://yt3.ggpht.com/ytc/AGIKgqM5Ej3YK-vuLddOFDYRu9cdpzevVgY0QXe3fA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.930076
UgyAoAdtNfJSZX8tw3F4AaABAg,Itu ajap dari Allah SWT yang maha pengasih lagi maha penyayang,3 tahun yang lalu,Toni Hifzi nst,UCwVrKQbDtDgho5vc1H73WjQ,0,https://yt3.ggpht.com/ytc/AGIKgqMdbqDEMCEiQInwdzt2C5Lz7e76fayWqZIjWQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.933784
Ugyvlc3pCtV5YMcRDsF4AaABAg,Ini tuh gimana sih gejala nya? Apa sesak nafas? Atw tekanan jantung ? Kok mendadak tumbang..,3 tahun yang lalu,Dika Sumendra,UCV6eXH5GNgjsQjcb16C5bGQ,0,https://yt3.ggpht.com/ytc/AGIKgqNFpP2GJIPD7PjiaE4Q43NY5PqQwRwVLlwTJQvd2A=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.937086
UgyeL3athLR-hc5DtSJ4AaABAg,"China janin bayi aja di bikin sop terus di jual di restoran di makan deh,jangan kau makan yg tidak layak makan",3 tahun yang lalu,Rustono Tono,UCAA9-_7eCQvWRvtkgGUXfRw,0,https://yt3.ggpht.com/ytc/AGIKgqP_k_NM339opcnPBGksboUqmz9AU7x6ihsYvpst=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.941371
UgyC65qF8pONxLzVpEl4AaABAg,cina apa aja di makan 😂😂😂,3 tahun yang lalu,Jati Mulya,UCTXXhqi01kmhTZlusl4Sv_A,0,https://yt3.ggpht.com/ytc/AGIKgqPJyLeqCr7DVI14ICYfPBZnzHei9uSjyPR7ow=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.944635
UgwrHk16Mej6LbYUhi94AaABAg,Virus korona..jadi ingat kota xinjiang yg d isolasi sama partai komunis,3 tahun yang lalu,Eva Yuliani,UCukkcm55e3eRAfU8VM33EnQ,0,https://yt3.ggpht.com/ytc/AGIKgqOO8ZvIISgsgLO0IGnASeQgqE2rBwyFOIA73Q=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.9478
UgzZCcQ2zrUxoi00xk54AaABAg,Dipalestina org dibunuh semua diam seribu bahasa... pas cina kok heboh.....,3 tahun yang lalu,indonesia bae,UCDiUhLX-FaFk8bahoi2j3lg,0,https://yt3.ggpht.com/ytc/AGIKgqN89NjnTB1nw4X2FPes3xcXIoUjr6BFwp-mhw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.951556
UgyG6_TJ2O4kT3KvsB54AaABAg,Yaa allah jauhkan negara idonesia dari virus corona amin.,3 tahun yang lalu,Ros Tina,UC3QmKrcGZKy77y4WuvyUB1g,1,https://yt3.ggpht.com/ytc/AGIKgqMBqqDNde1KkmVEoxHhVcyRk9paUW8M20KGEQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.954746
UgxA1YxOrxmvK9niENN4AaABAg,Amiin yra,3 tahun yang lalu,Ros Tina,UC3QmKrcGZKy77y4WuvyUB1g,0,https://yt3.ggpht.com/ytc/AGIKgqMBqqDNde1KkmVEoxHhVcyRk9paUW8M20KGEQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.958401
Ugz1Gu-kjJARHSXFlA14AaABAg,Harus dibuatkan film,3 tahun yang lalu,nona ambon,UChAFbNGahcaoK_JfrrVn9RQ,0,https://yt3.ggpht.com/ytc/AGIKgqMU4-WTkbyxbESzyPQIq6_g8pSsrkJGrjsqHw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.961444
Ugwign4VXKkCJkDinTl4AaABAg,"Alhamdulillah.. doa ku ternyata dikabulkan.Q mikirnya ini adalah bentuk tentara Allah yg Q minta.
Q sll berdoa,turunkan tentara""Mu.
Sekalipun lebih sadis n tidak manusiawinya mereka memperlakukan n menghabisi saudara""ku di uyghur dll.",3 tahun yang lalu,bambang harianto,UC7SE1DUpi3b6h99Ku5qdgCA,0,https://yt3.ggpht.com/ytc/AGIKgqMQQKRdP6m281CKPG0LnZmGeFjJeai3hCQzcg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.96472
Ugz0jgP0ebrIxUqLDVZ4AaABAg,Semoga kita kita Selamat Dari virus itu amiiiin,3 tahun yang lalu,Bass city Jombang,UC-XJu0SiWX7zE-Pg9m8kS_A,1,https://yt3.ggpht.com/ytc/AGIKgqNVMdh_bpMQPQXSdLq8UDzngAkSf519UUGl7aDr_A=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.968324
UgwKOLUXbd8BetIuhFZ4AaABAg,"semoga china wuhan habis mati semua,mrka penyiksa binatang,,itulah Balasan Dari allah swt.amiiin semoga mati hbs.",3 tahun yang lalu,Feyza AvrllDw,UCp6FRc4wlL0fy5E69NzToNA,0,https://yt3.ggpht.com/ytc/AGIKgqMZS71dwWyd-K01h-S40WFpS6ICGkwIFy91z2Zo=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.971649
Ugxh6OJWRI1YMMdwRdt4AaABAg,China your scientist need to be protected,3 tahun yang lalu,shaun simon,UCljikiHmwpu1muHoURiB7Cw,0,https://yt3.ggpht.com/ytc/AGIKgqMAE9YQ1GEZhU6Vfrs8veHuR51mtRODOE4DJozB=s176-c-k-c0x00ffffff-no-rj,false,false,1586859224.975361
UgxGZTuEM5FU0Rct5UN4AaABAg.94ZMBLZIiLw96hGxWpq3Du,hri ini pa kabar,3 tahun yang lalu,Ahmadi,UCzeGv_PEPMfRAl-eEspguZA,0,https://yt3.ggpht.com/ytc/AGIKgqNbNRRp92FLkPM8TEfwD0yZwTOnbGfUuHcBWUGZ=s176-c-k-c0x00ffffff-no-rj,false,true,1586859225.350502
UgxGZTuEM5FU0Rct5UN4AaABAg.94ZMBLZIiLw9Kz102pxo1E,Halo,2 tahun yang lalu,YUNIX 321,UCm_zdUZ--A3psVvwRA8PNLA,0,https://yt3.ggpht.com/ytc/AGIKgqM4KIAeHUB_dmWR1jg4utx8siEBou2bLdBuGouh=s176-c-k-c0x00ffffff-no-rj,false,true,1618395225.359478
UgxGZTuEM5FU0Rct5UN4AaABAg.94ZMBLZIiLw9aPJ23aUTlV,Halo pak,11 bulan yang lalu,y,UCfNQifCI4V_zCXWHmqDUmMg,0,https://yt3.ggpht.com/_NVC7I-QR1bhi7yybAb7JfySpMxZaAuCnGvl-nqQFuP5Z8yA5t5GMpwOjiOnFMCqoMltyGoj=s176-c-k-c0x00ffffff-no-rj,false,true,1652523225.365612
UgxGZTuEM5FU0Rct5UN4AaABAg.94ZMBLZIiLw9iwrOsNPphl,"Halo, alhamdulillah sudah reda",4 bulan yang lalu,yucub 4,UCGS8ynbO7sn9U3IM5CegmPg,0,https://yt3.ggpht.com/ytc/AGIKgqMNK6oi7P845S5r-kWduWT6Xky7RAR0qK67BZRhBXHRIFlcNTG0xGGw4BoCAHDu=s176-c-k-c0x00ffffff-no-rj,false,true,1671012825.370787
Ugyvlc3pCtV5YMcRDsF4AaABAg.94ZCmEHaeCN94d5apxiNH9,"Demam, sesak, pilek, nyeri otot",3 tahun yang lalu,Xiaoci Yi,UC2V6OVPzdWvxoycHoeYQzMA,0,https://yt3.ggpht.com/ytc/AGIKgqO2FmQ7G9Lb1yFVLLy3i27dDEIXkcXIuqCEOw=s176-c-k-c0x00ffffff-no-rj,false,true,1586859225.709304
Ugyvlc3pCtV5YMcRDsF4AaABAg.94ZCmEHaeCN94d5cBRdoXd,"Serta kejang"" kedinginan gtu",3 tahun yang lalu,Xiaoci Yi,UC2V6OVPzdWvxoycHoeYQzMA,0,https://yt3.ggpht.com/ytc/AGIKgqO2FmQ7G9Lb1yFVLLy3i27dDEIXkcXIuqCEOw=s176-c-k-c0x00ffffff-no-rj,false,true,1586859225.713332
Ugyvlc3pCtV5YMcRDsF4AaABAg.94ZCmEHaeCN94ejz0l0k3g," @Xiaoci Yi  oh, pantesan jatohan di mana2 di jalan di RS dan tmpat2 lain, thnks infonya",3 tahun yang lalu,Dika Sumendra,UCV6eXH5GNgjsQjcb16C5bGQ,0,https://yt3.ggpht.com/ytc/AGIKgqNFpP2GJIPD7PjiaE4Q43NY5PqQwRwVLlwTJQvd2A=s176-c-k-c0x00ffffff-no-rj,false,true,1586859225.716657
Ugyvlc3pCtV5YMcRDsF4AaABAg.94ZCmEHaeCN94ek28JkCtO, @Xiaoci Yi  ada iG nya? Aku mau follow,3 tahun yang lalu,Dika Sumendra,UCV6eXH5GNgjsQjcb16C5bGQ,0,https://yt3.ggpht.com/ytc/AGIKgqNFpP2GJIPD7PjiaE4Q43NY5PqQwRwVLlwTJQvd2A=s176-c-k-c0x00ffffff-no-rj,false,true,1586859225.720273
UgzZCcQ2zrUxoi00xk54AaABAg.94XoFIfOt7P94cPBTAgQJi,Di alquran udh di jelasin kalo perang antara palestina berhenti maka akan kiamat,3 tahun yang lalu,Ayik Prasetyo,UC0ukNe-X1kFWpgKXLZlCEag,0,https://yt3.ggpht.com/ytc/AGIKgqNdpffztrXqlW1NF_AUYto8C0CvzCLK7kxqGJWo=s176-c-k-c0x00ffffff-no-rj,false,true,1586859226.030187
UgyXrYrGbFsdOFdtg8h4AaABAg,"Dgn singkat nya Alloh SWT mematikan manusia2 yg dholim 
Selamat menikmati Azab Alloh wahai China komonis karena semua ini ulah sendiri",3 tahun yang lalu,Otey Official,UCft84OJLDXuuBq8jH5tyB_Q,1,https://yt3.ggpht.com/O0aXzJJYkiU91GCQt2KH2vxaz7mPufh7SIyrNPdDFwuqaKE8U4AQPb2dgRqKRbhXTzScHEmVVQk=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.544618
UgwoDvnLRp79AGZPgS54AaABAg,Azab alloh nyata karena orang China Komonis selalu mendolimi kaum muslim,3 tahun yang lalu,Otey Official,UCft84OJLDXuuBq8jH5tyB_Q,0,https://yt3.ggpht.com/O0aXzJJYkiU91GCQt2KH2vxaz7mPufh7SIyrNPdDFwuqaKE8U4AQPb2dgRqKRbhXTzScHEmVVQk=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.549855
Ugz8-B2p0bp9K19TvqV4AaABAg,senjata makan tuan ya,3 tahun yang lalu,Dimas Haryanto,UCOCjWGXIOGja0AJjtn7ANWA,0,https://yt3.ggpht.com/ytc/AGIKgqNLidFmdPpwI5Id2cGBVBrEW5krjuFz_yI8SA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.554029
UgzcfEpKc3RGBLfmxk54AaABAg,"itulah azab bagi mereka, mereka mengkarantina saudara muslim kita, skrg allah membalas mereka dengan virus tersebut, dan mereka juga di karantina di kotanya.. allah maha adil.. allahu akbar..",3 tahun yang lalu,BANX LENZZ,UCAqUVStpld-hQ3cQftKJ7xw,0,https://yt3.ggpht.com/ytc/AGIKgqO8KgMMYafRi11_Gq7fY-aG3RxYLCjIR9gvWHYXkw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.559313
Ugw6lqBdPM6Cg52GdX94AaABAg,China kena Azab. .. ganggu wilayah indonesia,3 tahun yang lalu,Syarep Ardiansyah,UCwpDG-HoPH54ugluWqIaTqg,0,https://yt3.ggpht.com/ytc/AGIKgqNCkSssBvioqmj8nto_PWzaVMg7ARy0B-zYCQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.563352
UgzpQWH6w1AGF9kRbGx4AaABAg,negara sombongg,3 tahun yang lalu,khairul dwi pangestu,UCA5Mx0XvCow5UEFo1eIQpkQ,0,https://yt3.ggpht.com/ytc/AGIKgqNeE2qX6rypcTYw8EfXOcI0YawFWQ3aiPjkxdh2gw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.567092
UgysHPj9DA6qgWbKPP54AaABAg,Mengerikan,3 tahun yang lalu,aji setiawan,UCeO9RA_fE4rVrNvfBxAZWWA,0,https://yt3.ggpht.com/ytc/AGIKgqOOUdeOUns-QW-2Jth8t3t8ezmbPU-q_mDn0g=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.570571
UgyaL_UA2FvZkjIPbdt4AaABAg,World war Z,3 tahun yang lalu,Rahmat Jo,UCdcCYkPWWcLLMsn8PQdaI1g,0,https://yt3.ggpht.com/ytc/AGIKgqOiAbMk2WbI1SwnmJ5jVEtRAa-Dumtij_4qZ3kMkA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.574829
Ugyw_dtVRpzIA223Tit4AaABAg,Perlu waspada buat warga di kota minahasa yang menghalalkan semua hewan untuk dimakan!,3 tahun yang lalu,Panglima Philips,UCxBJf2BbZeX1qpx4Mo2zgSQ,0,https://yt3.ggpht.com/ytc/AGIKgqMvNSkx3QF2SOFEpLqjZmhuMN-BhiUh9EaAbQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.578382
UgygxtoMUpb5ljxNhTl4AaABAg,Negara nya aja jorok segala hewan di makan gk mentingin kesehatan,3 tahun yang lalu,retno auliani,UCxY8cg4D-Z2CzD4zPEI2DyA,0,https://yt3.ggpht.com/ytc/AGIKgqO52kpf-jI7qXaH5PXTPYRd8J9BqG2ULbNE-g=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.582828
Ugy3msi0UV_r17D_jMJ4AaABAg,Ya allah jauhkanlah virus corona. Jangan sampau masuk k indoneseia..,3 tahun yang lalu,Ida firda Ida firda,UCAwdeMj3qMN-fCCpFgV28AQ,0,https://yt3.ggpht.com/ytc/AGIKgqMv9KHL6z8_QsSbqo-oupyscR6b0y7o8S41qw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.586508
Ugzgef5QMN4VIi-T--R4AaABAg,"Allah gak tidur,dan maha melihat,darinya kembali kepadanya... doa kami sekeluarga jauhkan kami Indonesia Tercinta ini dari Azabnya Allah SWT.. Amin...😢😢😢",3 tahun yang lalu,Ian Farrel,UCXbiEjsOxW189WR3L-uwJTw,0,https://yt3.ggpht.com/ytc/AGIKgqPlvYw_S5Yey2T16NHEpHV3sB6o6-Siq5XOvA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.589929
Ugyl8aIJNtSe0NJLNAR4AaABAg,Tiongkok kena azab,3 tahun yang lalu,6i6itjeruk,UC4nuVVKJv2DOHloy7Jqp8Sg,0,https://yt3.ggpht.com/ytc/AGIKgqN6fK7Kz11rL7XZbcJV7d7e_cCiLXQD-n5diQE_2A=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.593675
UgwZ8BzjdqbIuVLYgb54AaABAg,"Mudah""n smeua warga china mati dan gk ada yg tersisa sedikitpun",3 tahun yang lalu,Taufik Hidayat,UCfq8xNnw_Iyz-QQXgdPosqg,0,https://yt3.ggpht.com/ytc/AGIKgqN3DU9uG9-4EBqnVPpWvk3QzbE3bVHmQLaSmA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.596969
UgzwaCw9Z7III95cVtR4AaABAg,Azab buat cina biar tau rasa,3 tahun yang lalu,Pulung Syaputra,UCPUvioxkt3k7HP0YsXmdAjw,0,https://yt3.ggpht.com/ytc/AGIKgqMbmse-KzIb96WWPeZpbTp2ENbn9BrzeOarzw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.601475
Ugz9lI4N0BCpod4G-DV4AaABAg,Sring 2 makan bawang putih dan madu krna mampu mengusir semua virus.,3 tahun yang lalu,AMIRA PUTRI S.H,UCHpytiEArLxkIcs6z2jRXBg,0,https://yt3.ggpht.com/ytc/AGIKgqM87PLVTGrBOOduD_8QnQEw1IVzvF5qdLuYVw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.604722
UgzNmx2FmlxxDl9M3rx4AaABAg,"Xin Jinping segera lah bertaubat kenali Tuhanmu , kesombongan dan kedzolimanmu sudah melampaui batas, bebaskan Uighur sebelum lebih parah lagi, baru dikirim virus yang gak terlihat, belum dikirim burung Bulbul dari neraka",3 tahun yang lalu,Warung Makan Gratis Natura Residence,UC4_4CkIEnOnhIN1bX2TJtXg,0,https://yt3.ggpht.com/WxguDVjVtxSxBiFjLRlwMjUykn00GSNiQbcCdceho3ixAduxdzEn00XNrwxSoNZeiltzitXOQt8=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.608333
Ugxgvm3XB0Hh4uoBo7Z4AaABAg,Org china TOLOL DI PIARA.. KAU MAKAN ITU XIJINPING anjing pasti kepala kau pusing mikirin rakyat mu senjata makan tuan,3 tahun yang lalu,Mohammad April,UC2KKFEXMN7XVV4gWzB46wFg,0,https://yt3.ggpht.com/ytc/AGIKgqMsUvFORclFX8t8hKe7ggEV91IbRng97UMucw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.611616
Ugz2-pMFIuYWLop6s9Z4AaABAg,ngerinya klo uji coba pembuatan sejata pemunah masal .dan terjadi kesalahan yg berakibat patal  .iya tapi katanya dri virus hewan mudah mudahan ketemu solusi terbaik agar korban tidak  berjatuhan .,3 tahun yang lalu,Dwi kushendarto,UCNfcYz1LPej3nH0YZPpPj0g,0,https://yt3.ggpht.com/ytc/AGIKgqMdGe674aReGY-uPe85Ix7FrzviqKnNz4wEizSstQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.615678
UgzICnl9lF8r9Jc7Col4AaABAg,Azab unt kafir yg makan apa aj gk kenal haram dan memusuhi muslim,3 tahun yang lalu,R.A Agus Soemadi,UCNmMdiMoafYqn3n1fDEsAuA,0,https://yt3.ggpht.com/ytc/AGIKgqN96xyT7i7bNRoWzNUqH7yKLCv-5Cbf5sqvCL070Q=s176-c-k-c0x00ffffff-no-rj,false,false,1586859226.619161
Ugzgef5QMN4VIi-T--R4AaABAg.94QBYyEYhNQ9Xue_26VSDe,Dah masuk bri,1 tahun yang lalu,Dots Channel,UCK5qdytk-1Qj2yop6sSLQxA,0,https://yt3.ggpht.com/ytc/AGIKgqNc24zWTj-aFhYJAm0SpaG5BQaJ7ix5ExC1tB-TOQaIqmRQWiI9uEKCjCstLT7V=s176-c-k-c0x00ffffff-no-rj,false,true,1649931226.952558
Ugz4Yk9au-HrALtCtrV4AaABAg,Org indonesia kuat kebal racun.dikarenakan banyak makan asam dan garam,3 tahun yang lalu,Uji Snack,UCj7q35H9hRHvzuZuD_4d72A,0,https://yt3.ggpht.com/ytc/AGIKgqMC-MU00vCt5UB-66dWOqyfYrFUqUXGw3lCCQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.461427
UgzIWVaIwc2jEqL_UBB4AaABAg,"Lucu,virus kok kyak gini.jangan jangan ini racun",3 tahun yang lalu,Uji Snack,UCj7q35H9hRHvzuZuD_4d72A,0,https://yt3.ggpht.com/ytc/AGIKgqMC-MU00vCt5UB-66dWOqyfYrFUqUXGw3lCCQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.465911
UgztM0R3njd6d7cYyC54AaABAg,"Akibat makan makanan yg menjijik kan,dan kerakusan nya...",3 tahun yang lalu,M.Priambada Tata satya,UC_Grx9_9ubtELgNjlAfn6Uw,0,https://yt3.ggpht.com/ytc/AGIKgqOcF-Efzger4aJw_hdc_96ZRiNACKTVYgh4R78d3A=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.469544
UgyRI6Myehn0swtPuat4AaABAg,Mosok iiki azab yo,3 tahun yang lalu,salma abudan,UCcnjY5jQTgjeXPJmIzHmHuw,0,https://yt3.ggpht.com/ytc/AGIKgqOot_BiiVLeOnE-fs2p2Id1wppnblGRJaynRjjZXQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.472847
UgwuLZnn8fzee0IsIrF4AaABAg,"Kaum2 yg gak punya otak..
Langsung menghakimi bahwa China itu memusuhi Islam.. 
kena azab dll..
Pernah mikir gak kalian mesra nya kerjasama Arab dengan China..?
Pernah terpikir gak musuh terbesar Amerika itu adalah China..
Kadang2 guru agama kalian itu provokasi sembarangan dan kalian cerna tanpa pake logika sedikitpun..",3 tahun yang lalu,sendaljepit,UCZCa3whSs96vluaH9PWeISA,0,https://yt3.ggpht.com/MfAe0ZEdL928tw_HZDcmaF2oPsc4djxiu8YpIe3KrukbVw89chdgKLCqdRLcHQ_HV0sUEV6T0yY=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.477358
UgwoSH6yFYysY8Bgyax4AaABAg,Virus Corona itu apa y?,3 tahun yang lalu,Baharrudin Albuqhari,UC46JXT9turWbqII-6m9F06A,0,https://yt3.ggpht.com/ytc/AGIKgqP483jDXSSFsh2YziMAb54k7v9thYLWwVStAA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.481375
UgzzPAtNrZlVZZjqUeV4AaABAg,hm itula seksa lagi haiwan last2 sndiri kena seksa,3 tahun yang lalu,drna,UCW6JhPJYUU6Z8TwisA2CMHw,1,https://yt3.ggpht.com/YfhRXAoGuto9Rro5Q7lgz8E9KGSDWXfkDr28RNfa4WdaZf96o69Yyq-yg8DFMkScFZ2tEmfNcg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.484666
UgzlhvmikZkx3RopKOF4AaABAg,Karna cina udah nyerang Natuna jadi dapat kualat terkaena virus corona karena selalu ALLAH yg melindungi,3 tahun yang lalu,yolanda Novianti,UCwauAJmSi5932775_YJXBxg,0,https://yt3.ggpht.com/ytc/AGIKgqOBakawzK4bGehdtYrTycm19u1HwSwIvWHv2A=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.487648
UgwtXnsZVtu39-guC054AaABAg,Resident evil racoon city versi masa kini,3 tahun yang lalu,Budisadega Sadega,UCp94zSfLZQfw3v9whCOBapg,0,https://yt3.ggpht.com/ytc/AGIKgqPomuUEYfGZdf4w9rPWRDI3dsa9fFEMJfOpZw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.49074
Ugyaw1s0n_z5_zFILWt4AaABAg,Hp q made in china..... Gimn ini dah.....,3 tahun yang lalu,Kaira Family Channel,UC5JB3q9FozmzDoNPowIQFbg,0,https://yt3.ggpht.com/8sovsSjX3-3_RhzrF_pCsGe5BWP_CwvwcU9kpW1-93B1Rjn9SiKGU2Z9lt0M6UjjtykXQEV-9A=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.49444
UgznsuzaGD494ErS4ex4AaABAg,emng dari dlu cina slalu bawah virus..virus kw.,3 tahun yang lalu,Didik Didik,UCmpDRZOVi4Acmq6f5q6PR8w,1,https://yt3.ggpht.com/ytc/AGIKgqOfE-JQVtLEuZuMShrv9gUYZBgq81bqJUexWA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.498441
UgyWqMWJeRe0FJbCfaZ4AaABAg,Azab buat negara komunis.....klo bisaa habisin seluruh china.....,3 tahun yang lalu,Brams Rian Notonegoro,UCW46Bk5DoHZbn9wx48mx8_w,1,https://yt3.ggpht.com/ytc/AGIKgqN6of-838vKfvZaatwD50KnwkvjzgthfOX02w=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.501676
UgzDyuQh0IzQSanhCzF4AaABAg,Alhamdulillah.... Biar pda mampus Lo cina. Karma berlaku,3 tahun yang lalu,Kujil Kujil,UCX8WNupAJsGsOunPIlQILtw,0,https://yt3.ggpht.com/ytc/AGIKgqNCZ6Mdz-ES_Io7CQUyt3kKSmqqF2_YR9scXA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.504849
UgwL-c7jKcigzXtyPp94AaABAg,kat malaysia ade virus jugak,3 tahun yang lalu,Y,UCihZhAFdn7ufZsg9ZGMjfKg,0,https://yt3.ggpht.com/SffMXBjQJdPb2uQBgoERYZOmigKMdxYOu1BRKkPPwoK97DtZzjkEdxBlNCiX9ylx2Aj68Usz=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.507875
UgzKbybHNMY6a2RozJF4AaABAg,Berikut Tomohon Manado siap2,3 tahun yang lalu,Toni Hernawan,UCmxizKirh67gHSwhUeUtccA,0,https://yt3.ggpht.com/qLmlCQZ74ZM6iY4T_SUstyC1jDM4UHex5HjUKJeAUQZ7kMGUxuZrh7jThhttDMnTL0mkBYQOy_w=s176-c-k-c0x00ffffff-no-rj,false,false,1586859227.511616
