cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
Ugxci4EmOB4F0OKwEm14AaABAg,Tahun dmn ga kenal insecure 😌,4 bulan yang lalu,Ilham Lana,UCxeH93AbxVZPZDE8Rq6zm-A,0,https://yt3.ggpht.com/ytc/AGIKgqOqQhKBOq3aAdOACsYxH3iNRjNpGK2SnaqQTQ=s176-c-k-c0x00ffffff-no-rj,false,false,1671012803.619821
Ugw_isdiVfh0PhrOjR54AaABAg,"Saya dari masa depan, thn 2022..
Alhamdulillah viris corona sudah hilang",5 bulan yang lalu,debie putra jr,UCji5xbvQ__8MLuXdx2rAxhA,1,https://yt3.ggpht.com/ytc/AGIKgqP539XZGEuCGPPQsSHGsCN-MnAkFwGHGQNNdqd1=s176-c-k-c0x00ffffff-no-rj,false,false,1668420803.623157
UgwJBF7YjdALjL0sx8l4AaABAg,Marketing vaksin,6 bulan yang lalu,mada yamudu,UC0SyvW2hxgOME77zP_Z7vSw,0,https://yt3.ggpht.com/ytc/AGIKgqNWolIfVUIZo9pe2FfJDVKxzBgJxccOdaKdDRIe=s176-c-k-c0x00ffffff-no-rj,false,false,1665742403.626912
UgxUO-4Dqv-8Lc1s_CN4AaABAg,"Hipnotis terbesar lewat sugesti membuat orang panik dan menjadi global, padahal mah cuma batuk pilek wkwkwkw",6 bulan yang lalu,mada yamudu,UC0SyvW2hxgOME77zP_Z7vSw,1,https://yt3.ggpht.com/ytc/AGIKgqNWolIfVUIZo9pe2FfJDVKxzBgJxccOdaKdDRIe=s176-c-k-c0x00ffffff-no-rj,false,false,1665742403.630223
Ugwv6ABQSPH1DDk40nZ4AaABAg,apa kabar saya kabarkan 2022 Corona sudah hilang,6 bulan yang lalu,henderi henderi,UCCJSzi8TD1quGI-Fzl5uJuA,0,https://yt3.ggpht.com/ytc/AGIKgqMWXgxFPveUz5rEicSS0gDvwuOrmAXmOzXjthM9TrVr8_xzBcungKnC26XchQU2=s176-c-k-c0x00ffffff-no-rj,false,false,1665742403.633504
UgxEJYAbCiweLgpt5RN4AaABAg,Penyakit yg tidak jelas,7 bulan yang lalu,Deacon Rose,UClxyjgz0kg-C0wbIsn84tog,1,https://yt3.ggpht.com/ytc/AGIKgqOWCgF826oxbSE6hX-82PgChr9-Kl1oO_J5tQ=s176-c-k-c0x00ffffff-no-rj,false,false,1663150403.636802
UgwGk6U4o2Mqj9j3d0R4AaABAg,Kena prank 🤣🤣🤣,7 bulan yang lalu,KAL,UC-q4DwtOc4PMhKv9JOXigjQ,1,https://yt3.ggpht.com/jdAekbFeqxsd7Mb7KOEXZVO9YTin0IBdGb3D5h53qQjC-dv0rgq9lPM4twMRXDVVg5Hs_AcbAQ=s176-c-k-c0x00ffffff-no-rj,false,false,1663150403.640742
UgwEU9Gn_dJfMly4R4R4AaABAg,Ngakak ga sii 😅😅,7 bulan yang lalu,Risky Cahya .F,UCQaGAq-Zte6CWBQKvEdxv5A,3,https://yt3.ggpht.com/ytc/AGIKgqNJWwLmzYCBbyMy3GYj7up39KYBcv88v_Zl4tGKsw=s176-c-k-c0x00ffffff-no-rj,false,false,1663150403.644843
UgxgnKmu5L2brAnk5Vp4AaABAg,MLS BHS nya,8 bulan yang lalu,Agus multitalenta,UCQB-ZecbK2skGluKD05SrAA,0,https://yt3.ggpht.com/ytc/AGIKgqM21meliHPZs77mwkrKWmJ5opFsbvvRbRXZVKnI=s176-c-k-c0x00ffffff-no-rj,false,false,1660472003.649842
UgzwtPaOXsJSBmSWcIR4AaABAg,Pembodohan masal...bangsat !,9 bulan yang lalu,gus bruangz,UC3ob_BVrSqyhtubFlv_dNow,3,https://yt3.ggpht.com/ytc/AGIKgqNRuCOyBCTRSu8NMettreqJP91BEVMTOy--dg=s176-c-k-c0x00ffffff-no-rj,false,false,1657793603.653223
Ugw_isdiVfh0PhrOjR54AaABAg.9hKEjbDaVv-9iOJL1rG8Al,Kata siapa,5 bulan yang lalu,Skymon,UCz71hsJ2Vx_G2MV0FmRUExQ,0,https://yt3.ggpht.com/40lP6KrWbcVCQi1ftmvyaxekuF_RrR4BGytN2Ltiyl_u8XBaLUaEnQEu49bpWzRnEE0pa2cK=s176-c-k-c0x00ffffff-no-rj,false,true,1668420804.059029
Ugw_isdiVfh0PhrOjR54AaABAg.9hKEjbDaVv-9lK-BLpgeln," @Skymon  kata saya bg, saya berani makan bareng penderita covid 🤣",2 bulan yang lalu,Akibat Corona,UCRnm5Z-YrUxJwQJPPmZNv5g,0,https://yt3.ggpht.com/ytc/AGIKgqOp6Xp_E99C1KVzHIhrFAgx_nCPqg315LVETg=s176-c-k-c0x00ffffff-no-rj,false,true,1676369604.071522
UgxUO-4Dqv-8Lc1s_CN4AaABAg.9glkAHVq5BN9h1UzACZr7h,"Tapi berbeda pandangan dengan korban yang terdampak oleh virus ini banyak orang yang di PHK,, ekonomi orang makin sulit,, apalagi orang yang kena virus ini,, susah mencari pekerjaan,, anak anak yang ga sekolah selama 2 tahun.",6 bulan yang lalu,Daffa AN,UCMYsEigAmZGgZXrW2mebQLA,1,https://yt3.ggpht.com/MpqBO9Q4JOv2BWaljLElgoYgSYfyoYc75yK0Pms0QMc5-Tu8Kz0SEK1P8e3dqvt0bvf9GMbl_A=s176-c-k-c0x00ffffff-no-rj,false,true,1665742404.46594
UgwEU9Gn_dJfMly4R4R4AaABAg.9fHTlle02nH9fSe6_T5eIH,2 tahun libur gw dah bosen,7 bulan yang lalu,Daffa AN,UCMYsEigAmZGgZXrW2mebQLA,2,https://yt3.ggpht.com/MpqBO9Q4JOv2BWaljLElgoYgSYfyoYc75yK0Pms0QMc5-Tu8Kz0SEK1P8e3dqvt0bvf9GMbl_A=s176-c-k-c0x00ffffff-no-rj,false,true,1663150404.757694
UgwQ29ZJ-FzbKtIekU94AaABAg,Lebay...🤭😂,9 bulan yang lalu,Ludeva,UCkMuy0yPy1FgVmSylK_jUfA,0,https://yt3.ggpht.com/ytc/AGIKgqPY7iRrg76ChnwLBRKJF6wr6D9XTxUCGiRQVZupgw=s176-c-k-c0x00ffffff-no-rj,false,false,1657793605.202067
UgzdEFJe4DnZLsZ2BVV4AaABAg,Hai aku dari masa depan,10 bulan yang lalu,Lukman Hakim,UCa4X02M1PxGpk9IBvYxRzWw,0,https://yt3.ggpht.com/ytc/AGIKgqPSPGAeOb05NrwaWsqfcDfU4QEnrNw8cleVDoT-WA=s176-c-k-c0x00ffffff-no-rj,false,false,1655201605.208314
UgxQVcLUC0nDPa0Uo754AaABAg,Tahun 2022 masih ada yang nonton 😁,10 bulan yang lalu,Kholid Eye,UCZ2CFHsjkM8As2oK8OPikrQ,0,https://yt3.ggpht.com/ytc/AGIKgqNmEZTr_f83UfC9zGw2keEUgdqnbt0i-28HyR3Bow=s176-c-k-c0x00ffffff-no-rj,false,false,1655201605.213096
UgzBaBBdSexki5QbCrt4AaABAg,Login,10 bulan yang lalu,mohamad Farhan,UCmPaSt137bXP0bk0VSE6rgA,0,https://yt3.ggpht.com/ytc/AGIKgqNaaWmzbqAcxCGdpl3AL3FkyvuNY69k5qVqwzxWiw=s176-c-k-c0x00ffffff-no-rj,false,false,1655201605.217154
UgyA6zxMgSIiU4wt88J4AaABAg,ANEH NYA D SNI GA ADA YG GELTAKAN GITU,10 bulan yang lalu,iwan wijayanto iwan,UCFJZNFL4IN7jRrzp2wEnlVQ,1,https://yt3.ggpht.com/ytc/AGIKgqNPDIUrRRfhyJlLNnSl92ElpwP0ACpCy6bgZw=s176-c-k-c0x00ffffff-no-rj,false,false,1655201605.220732
Ugy0KzR7elQYoB-jVlR4AaABAg,Jreng 2022 mantap,11 bulan yang lalu,Ciajjd Ml,UCmdQh9OipHG5AkGv7vmLVOg,0,https://yt3.ggpht.com/ytc/AGIKgqN8U8KMsK32sJJwOlyL2VFmBH8R0-1pPz8tGPv2j3zWALcYG9DHJwjHc-JGpLGH=s176-c-k-c0x00ffffff-no-rj,false,false,1652523205.224197
Ugzf6Fqgg1CRb8qI8-14AaABAg,Waw keren banget,1 tahun yang lalu,Ahmad Addril,UCWywj8Vkd9r7fs1-1gSjXtg,0,https://yt3.ggpht.com/fuyA1FbWIZKOLp6TPueCnKMUE9UVUrQY-FXhYNM2Lg6RBfNzbVldUXPLkkUmJe66QgI8dDuIcg=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.22759
UgwmuIlPhC9TV5duWo94AaABAg,Saya dari masa depan,1 tahun yang lalu,YUDHA Gaming,UC2qy7h5sMAQTtKOw3CIm8nQ,0,https://yt3.ggpht.com/ytc/AGIKgqPN0Kt_zr0YQisDIHsPwG2CFFJ_Ztsdbq5d3ZY2=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.230722
UgxXks28ak9EqOL9bZl4AaABAg,2022 nyimak,1 tahun yang lalu,Anggoro Atmaja,UCQD0MtaKpYeuJ7SxfvKijBA,0,https://yt3.ggpht.com/ytc/AGIKgqPC_4xjy3G8j5aALOpw7hFha18P1WZUPQcltVLVTzt5hK3SxDfDemO3IxubBdgu=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.234826
Ugx41qM5xZk8e8yD2sF4AaABAg,"asli nya kagak selebay ini , tahe jing an",1 tahun yang lalu,Christian Bernandus,UCGSskkh_Ihfw-fht2mgZyJA,1,https://yt3.ggpht.com/ws3srAB0pTD8JRBOntS3N-vUvdaQ4u9zrB24W3nD9Mv5bX0M5r6pqmXpFXmNCLqEdaRmPLlC2Q=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.237816
UgyixIgzr5OCpKql_VR4AaABAg,WUHAN KONTOL!!!,1 tahun yang lalu,Panitia Hari Kiamat,UCCbe82mQ5KaI3PQV5LmuTrA,0,https://yt3.ggpht.com/ghkCnYQfEznHXzjcyiIhdWjCliamp7DBTFFFS4dWb4sSTz2_qbT-uzzKAGyhZiuJPJAqRIWu=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.240637
Ugz6eBVsbR9ozQbXG6l4AaABAg,Mungkin mereka sakit Jantung,1 tahun yang lalu,Dani J,UCzfG3CjgGkJfy3eVkRCAToQ,1,https://yt3.ggpht.com/ytc/AGIKgqOAK-MYNoRBP1KjV1w5qFe6EdFfnsEWwxGwH5-zYg=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.243604
UgynPZtkgjtsQ6ZTYjt4AaABAg,Hoax sinetron biar berasa mengerikan padahal tidak,1 tahun yang lalu,Ci Boeng,UC4VjIBJq1vHHUh3519l5vxg,1,https://yt3.ggpht.com/ytc/AGIKgqPCE5x8Ru9vTgfVO8mglSxtf9bO1IzKV_AlhA=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.246451
Ugw-UXzO4lcsZ11Ygcd4AaABAg,KORONABANGSATTTT TAII,1 tahun yang lalu,puridwi cahyo,UCf24Li6uV0sk8yKEdRyxleQ,0,https://yt3.ggpht.com/ytc/AGIKgqPnEolps-lSXZ4AB569nQmOSdfkpfr3UlRAupsA9Q=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.249227
Ugw_abHGL2aifoxttLh4AaABAg,Ini tuh keracunan polusi udara ato acting sih?,1 tahun yang lalu (diedit),Rickie Chandra,UCUwUwmJ7mZBabZgI8g18FxQ,1,https://yt3.ggpht.com/ytc/AGIKgqP7Sr1f0ceZgyTq9_0FgOYk1oPmty_-2YNCmbrGpQ=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.252022
UgyEdcdRKVzloSujKLp4AaABAg,"dari awal sampe sekarang, kok gw gak pernah lihat orang yg seperti di video ini?? yang mendadak tumbang 🤣🤣🤣aneh ya",1 tahun yang lalu,Sunda Cinema,UC-9CBHm9u63CZSPUr4PGG4w,5,https://yt3.ggpht.com/VFX13V5GvfV1ulGQOCK8F1Fgkkr6FP4XbFW7WIkCrAsh8jZILKBXJyiPCmqntvIcAcNfRjgSBo8=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.254814
UgzmzaECdGxDvSWkjN54AaABAg,Ini pembohongan yang dilakukan oleh Cina 🤬🤬🤬,1 tahun yang lalu,Saipudin Madirin,UCQiY_TaTk1uFwO0kpE7RA8g,3,https://yt3.ggpht.com/ytc/AGIKgqO5pD_PYD6e1PbOiJyWHYVbjPLa_1vQSAXmA6NRvluYt-3ABI7HwhUpCRNg22j4=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.25764
Ugz9k-VOjPrhrmvdGMV4AaABAg,Liat video ini sekarang jadi kocak🤣🤣🤣,1 tahun yang lalu,Masamune Deidara,UCbpHfqzRmF9v_PWztnguNrg,1,https://yt3.ggpht.com/ytc/AGIKgqOyGAvsO_Z7KBKBcy4ZMNG_1PG88XBHqAJOOw=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.260774
Ugx_EX0paxnR1VRL8Ux4AaABAg,2022,1 tahun yang lalu,Ady Agung,UCOORdYq4oz3k-kd9XQbkDuA,0,https://yt3.ggpht.com/ytc/AGIKgqNWQ7I4Vapuq-PO4sSyCyCQXRhGYhbYi8XPDCqL=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.264604
UgxrkeVyMuzjWzaakMJ4AaABAg,video bgst. nyatanya covid ga seseram itu,1 tahun yang lalu,Alba Sutanto,UC0Dwu8u3q1NkeNQ7SaCmktA,4,https://yt3.ggpht.com/ytc/AGIKgqP9lNhHaV6A3teOCvd6sd1Pc9ipH6zrYiFIZ_CX_w=s176-c-k-c0x00ffffff-no-rj,false,false,1649931205.267521
UgzmzaECdGxDvSWkjN54AaABAg.9Ye0se-9EEL9fSeYysiCb8,"Ho oh tenan aku wedi

~Gus Samsudin the best dukun~",7 bulan yang lalu,Daffa AN,UCMYsEigAmZGgZXrW2mebQLA,0,https://yt3.ggpht.com/MpqBO9Q4JOv2BWaljLElgoYgSYfyoYc75yK0Pms0QMc5-Tu8Kz0SEK1P8e3dqvt0bvf9GMbl_A=s176-c-k-c0x00ffffff-no-rj,false,true,1663150405.695264
Ugw18JbnID9_6Sc4Cdd4AaABAg,Ladang bisnis,1 tahun yang lalu,Calon Wong sugih,UCAVmJ_0eGx_F258ClwH30Ow,3,https://yt3.ggpht.com/ytc/AGIKgqOvbXJmKP-8kOlhY4O-ARGNcxQgkqPteyJsWN_uDg=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.226039
UgyVC7vGcw0bqpp2Wpl4AaABAg,Itu lagi adegan promo covid,1 tahun yang lalu,Husin Nafarin,UCejcL2oDKAkhof3FNhSXrDw,4,https://yt3.ggpht.com/ytc/AGIKgqPaxCaKN8GPpcby64BukT4jbWEDEZzGKR9xTnVS=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.231421
Ugzkrb8DiuN_8Hb6I6l4AaABAg,Video ini menjadi Propaganda Ketakutan pertama di WkWk Land.,1 tahun yang lalu,Alan Yuliprat,UCQ2kHCudGaRQBBe-n_zWybQ,2,https://yt3.ggpht.com/5xkYHXP5aikpubSpXsoF7nCk4JSJ9IpnV6Xd0lcJm1DnX1bDlCSaL0pLl0w9jZE_yLfUy-Qf=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.235514
Ugw0trannBuWOfNi9FN4AaABAg,Sedunia ketipu semua oleh video ini wkwkwkwk,1 tahun yang lalu,Budiman Bakul Angkringan,UCf2wWk0K8zp1ITYrUZzLv-w,3,https://yt3.ggpht.com/ytc/AGIKgqOpOAiC2dpPDN-geyTeUBsR8mArFWxZ830h9AoxlQ=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.239138
Ugy8GNaQ-MUL-ooTFQN4AaABAg,Semoga Allah membalas kebohongan kalian d akhirat kelak,1 tahun yang lalu,Dieno Wirasmono,UCGdSsuOtAqlHhLz0fiKNPAA,0,https://yt3.ggpht.com/ytc/AGIKgqPYFAMuu3wuXWfooFzlPXv3NRgeoPeikSNy9B00E_qP8zLNKAMuxNDAIUxNYzJ0=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.243166
UgxWjJS1izS_gP5psrd4AaABAg,Kebohongan yg indah,1 tahun yang lalu,Wira Ben Saputra,UCseYq-eYqBzZmYMhANA7xPg,0,https://yt3.ggpht.com/ytc/AGIKgqNOPqRVSzVrhXudJLz0hmbZ3LTI-z0v27QSJwTj=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.246511
UgwMlXUeN-adeYJ91ux4AaABAg,pembohongan publik terbesar sepanjang sejarah,1 tahun yang lalu,master shifu,UCB5wZacDVTvD1cuc7FSjmMQ,1,https://yt3.ggpht.com/-0CnF8iMn2Nh0cHVKBfxKO0CpPBfDeR-dE9T6xAf7BMyI-K2DmNHX47Lh42lsMDVkSbXUj_F=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.249844
Ugwv0RBNa4CX5SsQRSN4AaABAg,Sekarang dng virus yg semakin ganas ko ga ada orang yg kena covid sampe tumbang di jalanan lagi ya?,1 tahun yang lalu,Daryana Arya,UC5KoqsJgN5gidKjPZnpLMKw,1,https://yt3.ggpht.com/zrPWBALOAJaXt3sc21Bcp48sFbMABPb0EeVG40jzKgtFf9L4L8xw7wXdKMdJs4keMqEj9nQKjuI=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.252932
Ugy7U3eOnOKXo2W8HhF4AaABAg,Lagian udh tw badan lagi g enak..ngapain diluaran...,1 tahun yang lalu,elly masud,UCWlQkhrKa0sUxoh5nEuZ_LA,0,https://yt3.ggpht.com/ytc/AGIKgqPPd-SCWQZbvYSgLQlz9Ke9hSHycgTSbptHMw=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.256185
UgwLqpALTAaWArikpux4AaABAg,"Ini bukan yg korona ya bro, ingat.....ini salah meleko oiiii",1 tahun yang lalu (diedit),Revolver_1212,UCPYIcxTSdlzv5_UPEVlgDDQ,1,https://yt3.ggpht.com/39Y6qlGCNA73fACM7ViaeXJA94r4JvxOf4al91d_zVy4SUv9Qrb1WHLe1lUtR4iNerc0D28RgQ=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.260962
UgxOuCEL0eM_Znq_Hnh4AaABAg,Ini awal2 ngerinya liat covid.,1 tahun yang lalu,abdi prawiranegara,UCYVGdbCj-bg7Ffn8-bJiYFg,1,https://yt3.ggpht.com/ytc/AGIKgqMFhApcFuk3yV2b2ztFkHFzTc2ASVvkhELHZQ=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.264444
UgzXIAEDprHxykXstnB4AaABAg,Footage sampah.,1 tahun yang lalu,Livic,UCpF7wMExm5m9E92DdoeHFEw,1,https://yt3.ggpht.com/X_SOJ_eB5rNH6O2zWTOLtKyi6VuVV29f2n38Wau4BNo--4kUGekQthMxgZWcIBrVLe7i76QsZA=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.267479
UgzMjQxotyfMnTC85lN4AaABAg,best drama sepanjang sejarah,1 tahun yang lalu,Al faruq,UCFvrD2C23EYTNpu4w8EZVlQ,2,https://yt3.ggpht.com/UN2gKri3wYIQcYpzDJ5HxHFCRWVLd4GZ7274wZjx9tEkdWOdJYqluwAfc4BG1u6IjxsXtxKmvI8=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.2704
Ugww96E-HfZ8ADIIjrx4AaABAg,Klo gw kerja media kek gini mnding gw ngundurin diri dripd se Indonesia difitnah sma lu.,1 tahun yang lalu,????,UCm90dQCTXkUOZ-0LHoI_LHw,0,https://yt3.ggpht.com/V2U8POs8Y_x1Nh_-U1ZL12TnfQXDdUwKrwo_zcmNBF2GO-Hx1Q3qM0UEc30LU7fYzbyVwS8u=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.27321
Ugx9hA9oHmkEkK9ub-J4AaABAg,Pembodohan dunia,1 tahun yang lalu,????,UCm90dQCTXkUOZ-0LHoI_LHw,0,https://yt3.ggpht.com/V2U8POs8Y_x1Nh_-U1ZL12TnfQXDdUwKrwo_zcmNBF2GO-Hx1Q3qM0UEc30LU7fYzbyVwS8u=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.276533
UgxGld_0-wePf4QBidZ4AaABAg,"Halo saya dari ppkm level 4, dulu takut lihat video ini🥲",1 tahun yang lalu,More Than Space Info,UCMj1IT3ZthUIUMb-Hy8HjJA,1,https://yt3.ggpht.com/ytc/AGIKgqMHgrw2Dz_RD9GmWsrSSGOG9OizSRxq6xUTPqHO=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.279487
UgyiFByNPkZiWGpHXSB4AaABAg,"Yang terjadi di Indonesia malah tumbang di Rumah Sakit 😓

Penyakitnya sama, tapi matinya beda 😢",1 tahun yang lalu,Beny Manurung,UC2_OOBgEaAWH_RsPpdA1nbQ,0,https://yt3.ggpht.com/ytc/AGIKgqMycRCpPAIaIP9HNvig4cN_HENm0xxfE3_cVgpI6g=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.282697
UgwA2tLEz_7V3wiOz4B4AaABAg,Mampus Lo China komunis bangsat !,1 tahun yang lalu,Aceng mumuh Muhammad sobar,UCefeomu3mtvWKverG3zMzJQ,0,https://yt3.ggpht.com/ytc/AGIKgqOytF0N_r1hOH1oJS8lo9HqjeF-u6ZRan4SiKQm=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.286299
UgxDTO3GgiwZpYhUfe54AaABAg,saya datang dari masa depan,1 tahun yang lalu,xiugarr,UCpnoeG01WXIa7fMz4gGUdVw,0,https://yt3.ggpht.com/_qO0LgH9WZ6WkJYQ4Shdota1p4gQXBhwJuje_HgQ_GKWmfJ5ShxpNisYiXPbuEVxcMXB7DI=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.28936
UgzSgPBCyzqz45w9AEx4AaABAg,"Video nya telah banyak di telan mentah oleh publik termasuk media2 tv nasional.
Sangat disayangkan....",1 tahun yang lalu,GENERASI TERDAHULU,UCOJ4DH1rmG-1s4UpLS4tnww,2,https://yt3.ggpht.com/gg5e_x9gn4HMSPAR-UcmviavurCIYAP7qbMcadgSN7Q9j3k_KCXAmEmEQgsXqqWzm6ZjQhkI=s176-c-k-c0x00ffffff-no-rj,false,false,1649931206.2938
UgxOuCEL0eM_Znq_Hnh4AaABAg.9WBvrcvz4P79WC6zhqQe4a,Skrg ada varian omicron wkwkwk kasusnya naik,1 tahun yang lalu,Kawasaki the king,UCv5if7NatDZgCn-sbJkRGhw,0,https://yt3.ggpht.com/QzHM8BVnpMyhJRoJdcTeqFqQSSC48z5jYE-8n6SHCHXItT_wbn_bRMi5GvCWa1-iiZgaRcm7-g=s176-c-k-c0x00ffffff-no-rj,false,true,1649931206.718017
UgxduSfuiU6B252Ka094AaABAg,KAPAN DRAMA INI BERAKHIR GUYSSSS,1 tahun yang lalu,IndCyberEyes Gaming,UCy5ZlmqT1ta3Z6Ew9uIXCVQ,1,https://yt3.ggpht.com/yHkFDYClwFuO0yIdH1OcdlM2bZsWn8_0vut4fCTWyDlFbxNMN59KYxwdc1y66rytZ_5wSeptYQ=s176-c-k-c0x00ffffff-no-rj,false,false,1649931207.23092
UgzW2o6F6cI2TT0EaZ94AaABAg,Tpi di indonesia matinya kok di rumah sakit ya.....? Yg itu langsung mati di tempat,1 tahun yang lalu,Aida tv,UCElBDRYndtUQGoO35E1v9fg,1,https://yt3.ggpht.com/Rs0WlpkFY_H8ruGoVkFafOTRV6d2JpGT1Nj-DUeYuQkr-ES_rIg68KA0h_7S60dHiT4bMmh8jHw=s176-c-k-c0x00ffffff-no-rj,false,false,1649931207.237551
